event_name,user_pseudo_id,user_id,package_id,package_name
select_item,2E24ED3842C6426BB77E93EB2811B9B7,83797,18,Deluxe Lunch
select_item,2E24ED3842C6426BB77E93EB2811B9B7,83797,28,Pink Lunch
select_item,2E24ED3842C6426BB77E93EB2811B9B7,83797,91,Mini Basic
select_item,2E24ED3842C6426BB77E93EB2811B9B7,83797,18,Deluxe Lunch
select_item,2E24ED3842C6426BB77E93EB2811B9B7,83797,28,Pink Lunch
select_item,33F4DB9E772743C895011DDDE298BE74,57113,1444,Sajian Sunda Ceu Kokom Bundling (2 Pax)
select_item,33F4DB9E772743C895011DDDE298BE74,57113,1511,Bundling 2 Pack Tasty Kulina x Twenty8
select_item,33F4DB9E772743C895011DDDE298BE74,57113,1526,Bundling 2 Pack Tasty II Kulina x Twenty8
select_item,33F4DB9E772743C895011DDDE298BE74,57113,1491,Bundling 2 Pax Java Lunch
select_item,33F4DB9E772743C895011DDDE298BE74,57113,1475,Bundling 2 pax Soto Nusantara
select_item,33F4DB9E772743C895011DDDE298BE74,57113,1434,Basic Lunch Bundling (2 pax)
select_item,33F4DB9E772743C895011DDDE298BE74,57113,1432,Deluxe Lunch Bundling (2 pax)
select_item,33F4DB9E772743C895011DDDE298BE74,57113,1432,Deluxe Lunch Bundling (2 pax)
select_item,3E6BEF1EFB8B41F38AC2B1568DE1CEE5,179521,18,Deluxe Lunch
select_item,3E6BEF1EFB8B41F38AC2B1568DE1CEE5,179521,18,Deluxe Lunch
select_item,3E6BEF1EFB8B41F38AC2B1568DE1CEE5,179521,478,Chinese Wok Mini
select_item,3E6BEF1EFB8B41F38AC2B1568DE1CEE5,179521,315,Luncheap by AJ Catering
select_item,3E6BEF1EFB8B41F38AC2B1568DE1CEE5,179521,1525,Tasty II
select_item,3E6BEF1EFB8B41F38AC2B1568DE1CEE5,179521,1529,Yummy
select_item,3E6BEF1EFB8B41F38AC2B1568DE1CEE5,179521,1497,Tasty
select_item,3E6BEF1EFB8B41F38AC2B1568DE1CEE5,179521,1527,Delight
select_item,3E6BEF1EFB8B41F38AC2B1568DE1CEE5,179521,1530,Treats
select_item,3E6BEF1EFB8B41F38AC2B1568DE1CEE5,179521,1528,Savoury
select_item,3E6BEF1EFB8B41F38AC2B1568DE1CEE5,179521,126,Aleph by AJ Catering
select_item,3E6BEF1EFB8B41F38AC2B1568DE1CEE5,179521,634,Sajian Sunda Ceu Kokom
select_item,3E6BEF1EFB8B41F38AC2B1568DE1CEE5,179521,1182,Mau Tahu?
select_item,4B4D64C0F095444FB435AD70E7BCE011,84294,75,Hemat Nusantara
select_item,4B4D64C0F095444FB435AD70E7BCE011,84294,180,Chinese Lunch
select_item,4B4D64C0F095444FB435AD70E7BCE011,84294,555,Oishi Japanese Bento
select_item,4B4D64C0F095444FB435AD70E7BCE011,84294,633,Siam Thai Kitchen
select_item,52C5648E753A4C47BB3C2A408C13FB74,179801,28,Pink Lunch
select_item,52C5648E753A4C47BB3C2A408C13FB74,179801,75,Hemat Nusantara
select_item,52C5648E753A4C47BB3C2A408C13FB74,179801,91,Mini Basic
select_item,52C5648E753A4C47BB3C2A408C13FB74,179801,315,Luncheap by AJ Catering
select_item,52C5648E753A4C47BB3C2A408C13FB74,179801,478,Chinese Wok Mini
select_item,52C5648E753A4C47BB3C2A408C13FB74,179801,564,Sangjasal Korean Doshirak
select_item,52C5648E753A4C47BB3C2A408C13FB74,179801,1497,Tasty
select_item,52C5648E753A4C47BB3C2A408C13FB74,179801,1529,Yummy
select_item,52C5648E753A4C47BB3C2A408C13FB74,179801,28,Pink Lunch
select_item,56B97E07B13342BEAF7938960815EB58,179862,75,Hemat Nusantara
select_item,56B97E07B13342BEAF7938960815EB58,179862,675,Nutripack
select_item,56B97E07B13342BEAF7938960815EB58,179862,75,Hemat Nusantara
select_item,56B97E07B13342BEAF7938960815EB58,179862,91,Mini Basic
select_item,56B97E07B13342BEAF7938960815EB58,179862,787,Salad & Juice
select_item,56B97E07B13342BEAF7938960815EB58,179862,1420,Spesial Pack
select_item,56B97E07B13342BEAF7938960815EB58,179862,1497,Tasty
select_item,56B97E07B13342BEAF7938960815EB58,179862,1512,Bundling 2 Pack Salad + Buah Potong Kulina x Sayurbox Lunch
select_item,56B97E07B13342BEAF7938960815EB58,179862,1529,Yummy
select_item,56B97E07B13342BEAF7938960815EB58,179862,1525,Tasty II
select_item,56B97E07B13342BEAF7938960815EB58,179862,1527,Delight
select_item,56B97E07B13342BEAF7938960815EB58,179862,1528,Savoury
